Sucursal  : 0010 BODEGA CENTRAL 00000001 dias compras : 1

Codigo,Cod.Proveedor,Descripcion Producto,familia,linea,Inventario,Rotacion,Dia ventas,Ventas,Stock Actual,stock Minimo,Stock Seguridad,Stock Maximo,Ventas Proyectadas,Pendientes en O/C.,Sugerida a Comprar,Precio Lista Proveedor,Total Compra,Proveedor,Proveedor Ultima compra,Fecha Ultima compra,Valor ultima compra,Fecha Ulima Venta,Valor ult.Venta
00000055,,POLIETILENO NEGRO RECUPER.0.20MC 2A4MTX33MT       ,VARIOS ,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,1,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220908,50850,20221229,61045
00000056,,WK 48/3                                           ,FILTROS,WK - WDK,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,J RIVEROS S.A.I.C.,20220822,2617,20230113,3142
00000059,,AMPOLLETA GLOBO CH 12V 5W FLOSS 4025              ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,2740,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,FLOSSER GM BH Y CO KG,20220708,231,20230131,387
00000060,,AMPOLLETA GLOBO CH 12V 10W FLOSS 14025            ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,2800,55,13.75,68.75,.22,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,FLOSSER GM BH Y CO KG,20220708,231,20230128,387
00000061,,AMPOLLETA GLOBO CH 24V 5W FLOSS                   ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,1730,7,1.75,8.75,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220708,280,20230131,471
00000062,,AMPOLLETA GLOBO CH 24V 10W FLOSS 14052            ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,380,22,5.5,27.5,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220708,301,20230131,504
00000063,,AMPOLLETA GLOBO GR 12V 21W FLOSS 6671             ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,1210,91,22.75,113.75,2.56,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220708,245,20230131,412
00000064,,AMPOLLETA GLOBO GR 24V 21W FLOSS 6652             ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,2020,16,4,20,.22,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220708,343,20230130,580
00000065,,AMPOLLETA GLOBO GR 12V 20/5W 2CONT C/PAR 1098     ,AMPOLLETA,12 VOL MARCA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,SERVICIO LUCAS BLANDFORD S.A.,20121112,172,20230103,312
00000066,,CHAVETA PARTIDA 3/4X6                             ,PERNO,CHAVETA PARTIDA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20210614,5130,20210913,5118
00000067,,AMPOLLETA GLOBO GR 24V 20/5W C/P FLOSS 5238       ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,640,7,1.75,8.75,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,FLOSSER GM BH Y CO KG,20220708,560,20230118,724
00000068,,AMPOLLETA GLOBO GR 24V 21/5W C/D FLOSS            ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,670,11,2.75,13.75,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220708,448,20230130,748
00000071,, C 2735/4   SPEED MATE                            ,ROTACION ,MINIMA,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,,0,,
00000072,,EQUIPO OXICORTE CUTTER HCW-23P                    ,ROTACION ,MINIMA,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,,0,,
00000073,,TUBO 40 MM PN06 X 6 MT                            ,ROTACION ,MINIMA,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,,0,,
00000074,,PASTO SINTETICO 20M  X 2 MTS ANCHO                ,ROTACION ,MINIMA,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,,0,,
00000075,,GALON ALTO TRAFICO COLOR GRIS                     ,ROTACION ,MINIMA,S,SIN ROTACION,0,0,0,0,0,0,0,5,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20210506,23820,20210506,27850
00000076,,MANILLA INTERIOR CHANGAN- HAFEI LH                ,ACCESORIOS,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,IMPORTADORA DE MANILLAS SANTIAGO LTDA.,20200318,1653,20181012,455
00000077,,MANILLA INTERIOR CHANGAN- HAFEI   RH              ,ACCESORIOS,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,IMPORTADORA DE MANILLAS SANTIAGO LTDA.,20200318,1653,20190821,366
00000078,,RODILLO CHIPORRO  8"                              ,ROTACION ,MINIMA,S,SIN ROTACION,670,0,0,0,0,0,0,2,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,EASY RETAIL S.A,20210506,3577,20211210,5966
00000079,,EXTENSION ALUM  2 MT                              ,ROTACION ,MINIMA,S,SIN ROTACION,670,0,0,0,0,0,0,1,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,EASY RETAIL S.A,20210506,8413,20210506,3281
00000084,,LAMPARA PORTATIL C/PINZA                          ,ACCESORIOS,LAMPARAS,S,SIN ROTACION,670,0,0,0,0,0,0,10,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220119,1408,20220330,2628
00000086,,LINTERNA GOMA 2 PILA UYUS LNW003                  ,IMPORTACION,UYUSTOOLS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,COM UYUSTOOLS CHILE S.A.,20190401,1820,20230118,2579
00000093,,PINZA PARA BATERIA 5AMP (PAR)                     ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,COM.HU Y TSAI LTDA.,20200928,350,20230112,677
00000094,,PINZA PARA BATERIA 10AMP (PAR)                    ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20210611,390,20230130,694
00000095,,PINZA PARA BATERIA 25AMP (PAR)                    ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,670,0,0,0,0,0,0,200,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,COM.HU Y TSAI LTDA.,20210126,437,20221219,609
00000096,,PINZA PARA BATERIA 50AMP (PAR)                    ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20200928,567,20230131,1167
00000097,,PINZA PARA BATERIA 100AMP (PAR)                   ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20200928,1043,20230126,1933
00000098,,CHAPA CONT 12VOL 4P                               ,ACCESORIOS,CHAPAS,S,SIN ROTACION,670,0,0,0,0,0,0,50,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220119,3341,20230106,5468
00000099,,CHAPA CONT 12VOL 3PATAS                           ,ACCESORIOS,CHAPAS,S,SIN ROTACION,670,0,0,0,0,0,0,70,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20220730,3849,20230105,6300
00000100,,CHAPA LUZ                                         ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,EDUARDO CRISTHIAN FERRI MASCIO,,20190910,1312,20230111,2528
00000101,,CAMBIO LUZ AL PISO FLOTANTE                       ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,3230,0,IMP.DE REPUESTOS BRASIL LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20230127,3230,20221119,1916
00000102,,RESISTENCIA BOBINA                                ,ACCESORIOS,ALARGADORES,S,SIN ROTACION,670,0,0,0,0,0,0,20,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,TAB SPA,20210712,644,20221227,1408
00000103,,INTERRUPTOR PUERTA                                ,ELECTRICO,INTERRUPTOR,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20211012,630,20220812,945
00000104,,INTERRUP PALANCA 3 POS METAL                      ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,270,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20230127,916,20230130,1861
00000105,,INTERRP TIRO CORTO                                ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,200,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,933,20230128,1754
00000106,,INTERRUTOR TIRO LARGO                             ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,350,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220228,1089,20221228,1785
00000107,,FAROL ESQ RH PEUG 205                             ,PEUG,FAROLES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,MANNHEIM Spa,20181003,3348,20181006,5630
00000108,,BOTON PARTIDA METAL UNIVERSAL SSB-353 HM          ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20211119,1369,20230130,2496
00000109,,BOTON BOCINA PLASTICO NEGRO                       ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,50,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20211106,415,20230130,592
00000110,,BOTON BOCINA PLASTICO C/ GORRO                    ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,670,0,0,0,0,0,0,250,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,632,20221217,1151
00000111,,HUINCHA AISL ECON 5YD NEGRA                       ,ELECTRICO,HUINCHA AISLANTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,ABASTECEDORA DEL COMERCIO SPA,20140620,88,20210722,160
00000114,,HUINCHA AISL TESA 5MT NEGRA                       ,ELECTRICO,3M PRODUCTO,S,SIN ROTACION,670,0,22,0,0,0,0,201,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221230,280,20230127,471
00000115,,HUINCHA AISL TESA 10MT NEGRA                      ,ELECTRICO,3M PRODUCTO,S,SIN ROTACION,670,0,20,0,0,0,0,305,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221230,464,20230130,1160
00000116,,HUINCHA AISL TESA 20MT NEGRA                      ,ELECTRICO,3M PRODUCTO,S,SIN ROTACION,670,0,0,0,0,0,0,608,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221230,757,20230130,1622
00000117,,CINTA ENGOMADA 1/2 12MM                           ,HERR.OTRAS MARCAS,CINTAS,S,SIN ROTACION,670,0,0,0,0,0,0,96,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220523,406,20221227,613
00000118,,CINTA ENGOMADA 3/4 18MMX40MTS                     ,HERR.OTRAS MARCAS,CINTAS,S,SIN ROTACION,670,0,62,0,0,0,0,33,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,ARTURO TRENTINI Y CIA.LTDA.,20221215,760,20230126,1269
00000119,,CINTA ENGOMADA 1" 24MM                            ,HERR.OTRAS MARCAS,CINTAS,S,SIN ROTACION,670,0,36,0,0,0,0,144,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,ARTURO TRENTINI Y CIA.LTDA.,20221215,969,20230123,1622
00000120,,CINTA ENGOMADA 2                                  ,HERR.OTRAS MARCAS,CINTAS,S,SIN ROTACION,670,0,0,0,0,0,0,733,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221215,1960,20230131,3269
00000121,,CINTA EMBALAJE TRANSPARENTE 2                     ,HERR.OTRAS MARCAS,CINTAS,S,SIN ROTACION,670,0,666,0,0,0,0,900,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,ABASTECEDORA DEL COMERCIO SPA,20230112,523,20230121,628
00000122,,CINTA EMBALAJE CAFE 2                             ,HERR.OTRAS MARCAS,CINTAS,S,SIN ROTACION,670,0,438,0,0,0,0,900,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221007,506,20230119,849
00000123,,AMPERIMETRO 30 AMP 30-15-0-15-30 NEGRO SUSUKI     ,INSTRUMENTOS,AMPERIMETRO,S,SIN ROTACION,670,0,0,0,0,0,0,1,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20190603,1602,20221018,2916
00000124,,AMPERIMETRO 60 AMP 60-0-60 NEGRO SUSUKI           ,INSTRUMENTOS,AMPERIMETRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20180721,1516,20211220,2765
00000125,,MARCADOR PRESION ACEITE MEC 80 PSI NEGRO SUSUKI   ,INSTRUMENTOS,PRESION,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20170425,2284,20221212,4160
00000126,,MARCADOR TEMP MEC 1.8 MT TW                       ,INSTRUMENTOS,TEMP,S,SIN ROTACION,670,0,0,0,0,0,0,10,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,5806,20221026,10563
00000127,,MARCADOR TEMP MEC 4.0 MT TW                       ,INSTRUMENTOS,TEMP,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20200923,5569,20220622,10126
00000128,,JUEGO 3 INSTRUMENTO MINI                          ,INSTRUMENTOS,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,10,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220730,13751,20221128,32765
00000130,,PORTA INSTRUMENTO 1 PZA                           ,ACCESORIOS,PORTA,S,SIN ROTACION,670,0,0,0,0,0,0,30,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,829,20230131,1513
00000131,,PORTA INSTRUMENTO 2 PZA                           ,ACCESORIOS,PORTA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220325,1448,20220509,2420
00000132,,PORTA INSTRUMENTO 3 PIEZAS                        ,VARIOS ,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20191217,713,20221003,1604
